Unique ID,URL,Date scraped,Headline,Body,Org,Topics,Sentiment,Scandal_distance,Top_10
11,https://www.bbc.com/news/articles/c70qn7vzd5eo,2025-01-24,New search for island teen missing for two months,"Volunteers are to make a renewed search for a teenager who has been missing from the Isle of Lewis for more than two months.
Aleksandr Benga, 16, was last seen near a water wheel in the grounds of Stornoway's Lews Castle on the morning of 18 November.
The charity Specialist Search Dogs is to carry out searches around Stornoway this weekend.
Previous searches have involved police, divers, coastguard teams and mountain rescue volunteers.
The effort to find Aleksandr has included checks of outbuildings, including sheilings - which are small shelters crofters used in summer while tending livestock - in case he had sought shelter from cold weather.
On 25 November, police stopped drivers in Stornoway to ask if they had seen the teenager.
Aleksandr is described as 6ft 2ins tall, of slim build with short brown hair.
When he was last seen he was wearing a beige jumper and black jeans. He may also have a red jacket and a yellow beanie hat.
","['Stornoway', 'Specialist Search Dogs', 'Aleksandr']",sport,0.4588,0.332,False
12,https://www.bbc.com/news/articles/c62zxeg53gxo,2025-01-23,"Comeback queens, blockbusters and Succession stars: Oscar nominations time","The Oscar nominations will be announced later, in an exciting year for the film awards race where there is no consensus frontrunner for best picture.
Blockbusters such as Wicked and Dune: Part Two will compete with Emilia Pérez, Conclave, A Complete Unknown, The Brutalist and Anora when the shortlists are released at 13:30 GMT. 
The nominations were due to be announced last week, but were postponed after the voting period was extended due to the Los Angeles wildfires.
The Academy Awards ceremony, hosted by US comic Conan O'Brien, will take place on 2 March.

There are two musicals, two massive pop stars, two Sebastian Stan films, two actors from Succession and several comeback queens in the race this year.
Here are a few things to look out for when the Academy announces its nominations.
Comeback narratives are strong this year, particularly in the best actress category where many contenders have returned after years away from the awards race.
One of the frontrunners is The Substance star Demi Moore, for playing a woman who swaps her body for a younger and more beautiful version of herself.
Equally, there is a huge amount of affection towards Pamela Anderson, who has already scored surprise SAG and Golden Globe nominations for her vulnerable and powerful performance in The Last Showgirl as an ageing Las Vegas performer.
Marianne Jean-Baptiste has an outside chance at a nomination for playing a constantly miserable woman in Mike Leigh's Hard Truths, nearly three decades after her first nomination for their previous collaboration Secrets & Lies.
Even Angelina Jolie arguably has a comeback narrative. Although she has remained in the spotlight in recent years, her portrayal of opera singer Maria Callas is her first Oscar contender for some time. She has lost momentum in recent weeks, however, after missing a nomination at other major ceremonies.
Over in the best actor category, Adrien Brody (The Brutalist) is expected to return to the race for his performance as a Hungarian architect hired by a wealthy American after World War Two. Brody was last nominated in 2003, when he won for The Pianist.
Other contenders include Timothée Chalamet (A Complete Unknown) for his portrayal as Bob Dylan in the early 1960s, and Colman Domingo (Sing Sing) for playing a prison inmate who takes part in an performing arts programme.
Possible British nominees include Ralph Fiennes (Conclave), for his role as a cardinal who oversees the selection of a new Pope, and Daniel Craig (Queer), who plays a gay man who ventures into the jungle in search of a plant with telepathic qualities.
Sebastian Stan has two possible chances for a nomination - one for playing a young Donald Trump in The Apprentice, and another for the Golden Globe-winning A Different Man, for his role as an aspiring actor who radically changes his appearance.
Two of the biggest pop stars of the last 15 years could be recognised in the best supporting actress category. Ariana Grande is a dead-cert for her performance in Wicked as Glinda, the Good Witch of the North.
Another possible (but less certain) nominee is Selena Gomez for her role in Spanish-language musical Emilia Pérez as the wife of a Mexican drug lord who changes gender. 
Her co-star Zoe Saldaña is the current frontrunner to win the category. She took home the Golden Globe earlier this month and has a lot of goodwill from voters because of her roles in box office smashes such as the Avatar and Marvel films.
But it's a crowded category, with Felicity Jones (The Brutalist), Isabella Rossellini (Conclave), Monica Barbaro (A Complete Unknown) and Jamie Lee Curtis (The Last Showgirl) also in the running.
Danielle Deadwyler (The Piano Lesson), Margaret Qualley (The Substance) and Aunjanue Ellis-Taylor (Nickel Boys) could also show up. This category is particularly hard to predict due to different actresses being nominated at different precursor events.
The frontrunner in the best supporting actor category is Kieran Culkin, who is best known for his role as the snarky Roman Roy in HBO's Succession.
He could score a nomination for his performance in the excellent A Real Pain, about two cousins who travel across Poland in remembrance of their grandmother.
But one of Culkin's competitors is his own Succession co-star Jeremy Strong, who could be recognised for his terrific performance in The Apprentice as lawyer Roy Cohn, who mentored Donald Trump in his early years as a real estate tycoon.
The pair could be joined in the best supporting actor category by Yura Borisov (Anora), Guy Pearce (The Brutalist), Clarence Maclin (Sing Sing), and Edward Norton (A Complete Unknown).
And what about Culkin and Strong's on-screen sister Sarah Snook? Well, she has a film in the awards race too, although not in the acting categories. The Australian voices the main character in the beguiling animated film Memoir of a Snail.
Jolie, Moore, Anderson and Jean-Baptiste may have comeback narratives, but they are competing in a particularly crowded lead actress category this year.
Other frontrunners include Mikey Madison (Anora) for her barnstorming performance as a New York stripper who falls for the son of a wealthy Russian.
She could be joined by Cynthia Erivo (Wicked) for her role as the Wizard of Oz character Elphaba, the Wicked Witch of the West. The British actress is an Oscar win away from achieving EGOT status.
Golden Globe winner Fernanda Torres (I'm Still Here) could make it in for her understated portrayal of a Brazilian woman who investigates the disappearance of her congressman husband.
Karla Sofía Gascón (Emilia Pérez) is also likely to be recognised for playing a Mexican cartel leader who leaves the world of crime to live a new life as a trans woman.
Gascón would become the first trans person to be nominated in an acting category. There is one caveat - Elliot Page was nominated for Juno in 2008, but that was more than a decade before the actor transitioned. 
Robbie Williams had a good chance of an Oscar nomination this year thanks to Better Man, the biopic which sees him depicted as a CGI chimpanzee.
The singer made the 15-strong shortlist in the best original song category for his track Forbidden Road, taken from the film's soundtrack.
But sadly he will not be one of the final five nominees, after the song was disqualified for ""incorporating material from an existing song that was not written"" for the film.
It's understood Forbidden Road was considered too similar to I Got A Name, performed by Jim Croce in the 1973 film The Last American Hero.
Instead, songs from The Six Triple Eight, Challengers, The Wild Robot, Blitz and two numbers from Emilia Pérez could be nominated.
Established directors such as Steven Spielberg, Martin Scorsese, Quentin Tarantino and Paul Thomas Anderson often tend to populate this category, understandably cropping up at the Oscars again and again.
This year, however, all of the major contenders for best director would be first-time Oscar nominees.
Brady Corbet (The Brutalist), Edward Berger (Conclave), Jacques Audiard (Emilia Pérez) and Sean Baker (Anora) are all likely to be recognised.
They could be joined by Coralie Fargeat (The Substance), RaMell Ross (Nickel Boys)  and James Mangold (A Complete Unknown).
Even the less likely contenders, such as Jon M Chu (Wicked), Denis Villeneuve (Dune: Part Two), Mohammad Rasoulof (The Seed of the Sacred Fig) and Payal Kapadia (All We Imagine As Light), would be first-time nominees in the category.
We may not have Barbie this year, but there are plenty of other blockbusters which could show up at the Oscars.
Box office smashes in 2024 included Wicked, which almost certainly will be nominated for best picture, and Gladiator II, which almost certainly won't be.
Other sequels which cleaned up financially include Dune: Part Two, the second instalment of the sandy sci-fi adaptation, which is likely to be nominated for best picture as well as several technical prizes.
Elsewhere, Inside Out 2, the highest-grossing film of last year, will likely make the best animated film category, alongside the popular The Wild Robot.
But box office takings aren't everything. Both animated films could be beaten by a much smaller contender, the charming Latvian film Flow, about a cat who must work with other animals to survive after a flood, which won the Golden Globe.
Often with the Oscars, there is a clear best picture winner which steamrolls its way through awards season, such as Oppenheimer in 2024. This year, however, is wide open.
Different films have been winning prizes at the various events which precede the Oscars. There are six contenders which feasibly could take the top prize, depending on how the next few weeks shake out.
The Brutalist and Emilia Pérez won the two top film awards at the Golden Globes, and both have a lot of passionate supporters.
Meanwhile, Conclave and Anora are widely liked and less divisive than some other contenders, and could therefore benefit from the preferential ballot system, where voters rank the nominated films in order of preference.
Less likely but still possible winners include A Complete Unknown, which had a particularly strong showing at the SAG nominations, and Wicked, which is likely to be heavily nominated and is one of the most successful films financially.
Nominations will be announced at 13:30 GMT and will be streamed on the BBC News live page, as well as the Academy's official website and social channels.
The event has been scaled down due to the LA wildfires, and will now be made virtually without the usual audience of journalists. 
Read more about this year's nominated films:
","['Succession', 'Emilia Pérez', 'Brutalist', 'The Academy Awards', 'Academy', 'Golden Globe', 'Secrets & Lies', 'Timothée Chalamet', 'Apprentice', 'Ariana Grande', 'the Good Witch of the North', 'HBO', 'Jolie, Moore', 'EGOT', 'Challengers', 'The Wild Robot', 'Blitz', 'Oppenheimer', 'BBC News']",entertainment,0.9998,0.296,False
13,https://www.bbc.com/news/articles/cy08wrwnyy7o,2025-01-23,'End of era' as newspaper building demolished,"A newspaper office building has been demolished, marking the ""end of an era"" for a city, former staff have said.
Newspaper House, in Dalston Road, Carlisle, had been the home of Cumbrian Newspapers and its subsequent owner Newsquest, the publishers of the Cumberland News and News & Star, among others.
Towards the end of 2021, the press hall, which was situated at the rear of Newspaper House, was also demolished.
Jenny Barwise, who worked for the publisher for 13 years, said: ""It was a real hub of activity in its day and there was a real buzz in the newsroom, especially when a story broke - it's the end of an era."" 
Miss Barwise started work with the company first as a reporter and then as audience and content editor, leaving in 2020.
She said she had ""lots of memories"" working at the site and it was a shame to see it gone.
Melissa Major said Newspaper House was the place she really came into her own as a journalist, having worked there from 2017 to 2021.
She said driving past the site and seeing how the demolition progressed made her feel sad.
""I remember as a child being shown round the printing press, then doing work experience and then working there. 
""It was a huge place for so long and now it's gone.""
Cumbrian Newspapers, later known as CN Group, also published the Times & Star, The Whitehaven News, the Evening Mail in Barrow and several magazines.
The company had been owned by the Burgess family, with chairman Robin Burgess overseeing its sale to US-owned media giant Newsquest in 2018.
Viv Paterson worked as a reporter for the company from 2001 until her retirement about a year ago.
She moved to the UK from New Zealand, where she had worked for another family-owned newspaper - the Otago Daily Times.
""Robin told me he'd met the owners of my old paper in New Zealand frequently and he'd even sold a printing press to them,"" she said.
""Newspaper House was the home of this family business for so many years and it's sad this demolition has put a final full stop to that history.""
Work began on the building's demolition in November.
A part-retrospective planning application for the work was approved by Cumberland Council on Monday, according to the Local Democracy Reporting service.
The site was sold at auction in June, but no details have been provided as to what is planned for the site once demolition has been completed.
Printing was moved to Newsquest's print centre in Cambuslang, Glasgow, when the site's press hall closed.
The News & Star and The Cumberland News editorial and commercial teams now operate out of LocaliQ House, near the Newspaper House.
Follow BBC Cumbria on X, Facebook, Nextdoor and Instagram. Send your story ideas to northeastandcumbria@bbc.co.uk.
","['House', 'Cumbrian Newspapers', 'Newsquest', 'the Cumberland News and News & Star', 'Newspaper House', 'CN Group', 'Times & Star', 'The Whitehaven News', 'the Otago Daily Times', 'Cumberland Council', 'the Local Democracy Reporting', 'The\xa0News & Star', 'The Cumberland News', 'Facebook', 'Instagram']",entertainment,-0.8091,0.29,False
14,https://www.bbc.com/news/articles/c5ye2616wz6o,2025-01-23,House demolition date set at site of new police base,"A date has been set for the demolition of a house at a site earmarked for a new police station.
Work to pull down a former fire commander's house in Fronks Road, Dovercourt, Essex, will begin on 27 January.
It will be replaced by a two-storey police station. Plans for the scheme were approved in October 2023.
Deputy Chief Constable Rachel Nolan said staff deserved a station that ""meets the needs of the 21st century"".
The house being demolished is next to a fire station.
It is 1.5 miles (2.4km) from Essex Police's 111-year-old site in Main Road, Harwich, which was one of 15 in Essex that had its front counter closed in 2015.
Essex Police said the new station would serve as an operational policing base for officers. It will not have a front counter.
Ms Nolan said both police and firefighters could work together to ""keep our communities safe"" due to their close proximity.
Roger Hirst, the Police, Fire and Crime Commissioner for Essex, added: ""It's taken a lot of hard work from all partners to get to this crucial point, which encapsulates closer future collaboration between both services."" 
Follow Essex news on BBC Sounds, Facebook, Instagram and X.
","['House', 'Essex Police', 'BBC Sounds', 'Facebook', 'Instagram']",politics,-0.6597,0.274,False
15,https://www.bbc.com/news/articles/cn4m3x80nymo,2025-01-25,Chinese New Year event cancelled as high winds loom,"A Warwickshire town's first Chinese New Year celebrations planned for this weekend have been cancelled due to the forecast of high winds and rain.
The event was due to take place in Rugby town centre between 11:00 GMT and 16:00 on Sunday.
Organisers said they were ""bitterly disappointed"" but that their priority was the safety of visitors and staff.
""We appreciate this is disappointing news all round, as so much time and planning has gone into this event and so many people were looking forward to it,"" said Linda Lownes from Rugby First, the town's Business Improvement District.
Organiser Amy Zhang said the event was being held as the number of Chinese families in the areas, attracted by local schools, was growing.
Plans for the day included a procession of dancing lions, dragons, lanterns and drums.
Ms Lownes said the groups involved in staging the event would now focus on organising next year's event instead.
""I am truly devastated that I am having to cancel this event,"" she added.
The commitment shown by those supporting them this year had been ""second to none"" she said, promising they would return ""bigger and better"" in 2026.
They had been expecting thousands of people to attend, but in the end decided it would be too risky to proceed.
Follow BBC Coventry & Warwickshire on BBC Sounds, Facebook, X and Instagram.
","['Rugby First', 'Ms Lownes', 'BBC Coventry & Warwickshire', 'BBC Sounds', 'Facebook', 'Instagram']",entertainment,0.9093,0.286,False
16,https://www.bbc.com/news/articles/cx2p91v5y7po,2025-01-26,Ferry services suspended due to Storm Herminia,"Ferry services between the Isle of Wight and Southampton have been suspended until further notice due to Storm Herminia.
Operator Red Funnel said its foot passenger and car ferry services had been cancelled due to the weather.
The firm apologised to customers for the inconvenience this had caused to their journeys.
High winds have brought power cuts across the south-west of England as Storm Herminia closed in on the UK on Sunday.
The latest storm was named by the Spanish weather service Agencia Estatal de Meteorología (AEMET) on Friday.
On Saturday the Met Office said its predecessor, Storm Éowyn, which affected large parts of the UK this week, was ""probably the strongest storm"" to hit the country in at least 10 years, with wind gusts in excess of 100mph (160km/h).
Yellow weather warnings for rain and wind have been put in place by the Met Office.
These fresh ferry cancellations follow planned disruption to Red Funnel's fast vessel service which began on Sunday.
You can follow BBC Hampshire & Isle of Wight on Facebook, X (Twitter), or Instagram. 
","['the Isle of Wight', 'Agencia Estatal de Meteorología', 'AEMET', 'the Met Office', ""Red Funnel's"", 'BBC Hampshire & Isle of Wight', 'Facebook', 'Twitter', 'Instagram']",business,-0.8126,0.34600000000000003,False
17,https://www.bbc.com/news/articles/c5yelgk39qgo,2025-01-25,NatWest to shut nine West Midlands branches,"NatWest has confirmed several branches in the West Midlands and Cheshire will be shut in its latest round of closures.
They include five in Staffordshire, three in Cheshire and one in Shropshire.
The bank said it had seen counter transactions in its buildings reduce by more than half, when comparing figures from October 2019 and October 2024.
In contrast, the bank said more than 80% of its active customers used its digital services and more than 97% of new accounts were now opened online.
Closures announced by NatWest in the West Midlands and Cheshire are:

Staffordshire

Shropshire

Cheshire
The bank confirmed it would continue to invest in alternative methods of in-person banking, such as using the Post Office and banking hubs.
However, bosses believe digital banking offers new and inclusive ways for customers - including those who are elderly or vulnerable - to bank that were not previously available.
They accepted that there will be a ""small number"" of people who will feel uncomfortable about the move.
""We are proactively reaching out to support them with this transition, having made over 200,000 calls last year,"" the spokesperson said.
""We also have experts that they can speak to for support and guidance.""
Follow BBC Stoke & Staffordshire on BBC Sounds, Facebook, X and Instagram.
","['NatWest', 'the Post Office', 'BBC Stoke & Staffordshire', 'BBC Sounds', 'Facebook', 'Instagram']",business,0.7783,0.30200000000000005,False
18,https://www.bbc.com/news/articles/ckgr6yy44n0o,2025-01-27,Council advised to oppose battery storage scheme,"Councillors have been advised to oppose plans for another battery energy storage scheme in a rural corner of the Borders.
If agreed, the plan near the Eccles substation could meet the electricity needs of more than 30,000 homes.
Three similar developments have already been approved in the area prompting some residents to say the heart is being ""ripped out"" of their village.
Scottish Borders Council's planning officer has recommended councillors object to the most recent project, although the final say will lie with the Scottish government.
The substation in the area is currently being expanded and the storage systems could retain energy generated by wind farms to be released when demand increases.
However, residents have said they are ""worried sick"" by the number and scale of the proposals around the Eccles site.
The latest application is on farmland at Pittlesheugh Farm about a mile (1.5km) north of Eccles.
Applicants The Energy Workshop say it could make a significant contribution towards net zero efforts.
The council's landscape architect has raised concerns about the project, saying it is in conflict with the rural character of the surrounding landscape.
A report to councillors has concluded that it ""does not respect the character"" of the area and the bunds being proposed to screen it would ""introduce an incongruous landscape feature"".
The local planning committee is being advised to object to the project due its unacceptable visual impact and its cumulative effect alongside other developments.
The council's chief planning officer said the adverse impacts would not be outweighed by the contribution towards renewable energy generation and greenhouse gas reduction.
Scottish Borders Council is a consultee on the project but its fate will ultimately be decided by the Scottish government. 
","['Borders', ""Scottish Borders Council's"", 'Pittlesheugh Farm', 'Scottish Borders Council']",politics,-0.1474,0.338,False
19,https://www.bbc.com/news/articles/cg45v72ryn2o,2025-01-25,Improvement works to stop trains for two weekends,"Engineering works will halt trains between London and Peterborough for the next two weekends.
Passengers have been urged to plan ahead as trains between London and Peterborough, Royston and Stevenage via Hertford North have all been stopped.
Improvements will be made to the track, drainage and overhead lines from 25 to 26 January and between 1 and 2 February.
Network Rail infrastructure director, Simon Pumphrey, said: ""This work is carefully planned to maximise the time when there are track closures, allowing us to undertake several projects at once and avoiding more frequent track closures.""
There will be no Thameslink or Great Northern services between London and Peterborough, Royston and Stevenage via Hertford North.
Other operators, heading further north, will run reduced services, some with rail replacement bus services.
Mr Pumphrey said: ""We're sorry to passengers affected by the disruption and thank them for their patience as we make improvements that will help make the railway more reliable.""
Preparatory work will also take place as part of the East Coast Digital Programme. 
Customer service director at Govia Thameslink Railway, Jenny Saunders, said: ""We've arranged replacement buses, shuttle trains between Royston and King's Lynn, and ticket acceptance on other routes to help you complete your journeys.""
Engineering work will include renewing the line north of Stevenage and investment in bridge timbers south of Finsbury Park.
At Welwyn Garden City, upgrades will be made to the switch and crossing equipment and tunnel drainage work will be undertaken at Hadley Wood.
Improvements will be made to the overhead line kit at Biggleswade and Bounds Green and under-track cables will be installed between Biggleswade and Peterborough.
Follow East of England news on X, Instagram and Facebook: BBC Beds, Herts & Bucks, BBC Cambridgeshire, BBC Essex, BBC Norfolk, BBC Northamptonshire or BBC Suffolk.
","['Royston', 'Network Rail', ""King's"", 'Hadley Wood', 'Biggleswade', 'Instagram', 'Facebook', 'BBC Beds', 'Herts & Bucks', 'BBC Cambridgeshire', 'BBC Essex', 'BBC Norfolk', 'BBC Northamptonshire', 'BBC Suffolk']",politics,0.91,0.33399999999999996,False
20,https://www.bbc.com/news/articles/ce85ze11k00o,2025-01-25,Thousands of pupils receive transfer test results,"Around 12,500 children in Northern Ireland have received their transfer test results.
They received results from a body called the Schools Entrance Assessment Group (SEAG), which runs the common transfer test.
More than 60 post-primary schools across Northern Ireland use the test to decide which pupils to admit into year eight.
P7 pupils getting their results sat the test papers in November 2024.
Families of pupils who have taken the SEAG tests will use the results they receive to apply to enter a post-primary school.
The majority of Northern Ireland's 190 post-primaries, however, do not use the tests to decide which pupils to admit.
They use other criteria like how close a pupil lives to the school or whether they already have a sibling there.
The SEAG test replaced the separate tests run by the AQE and PPTC organisations until 2023.
Before 2008, there was a state-run 11-plus test used by grammar schools to select pupils.
BBC News NI first revealed details of the new SEAG test in 2021.
Using academic selection has proved controversial over the years though, and the transfer test system has faced criticism.
Some experts have argued that it favours pupils from better-off backgrounds while disadvantaging the less well-off.
","['the Schools Entrance Assessment Group', 'SEAG', 'AQE', 'PPTC', 'BBC News NI']",sport,0.1779,0.26799999999999996,False
21,https://www.bbc.com/news/articles/c5y2l9y57qjo,2025-01-25,Park and ride scheme planned for Brighton,"A summer park and ride scheme for Brighton and Hove has been proposed to ""make parking simpler and fairer"".
City councillors were presented with a report into the idea on Thursday.
The authority is considering linking existing car parks and bus services as part of the project.
Technology would be used to link tickets, payments and signage.
Trevor Muten, cabinet member for transport, parking and public realm, said: ""We'll be able to monitor, learn from and make improvements to the scheme, before rolling it out to other parts of the city.
""This initiative will operate alongside our efforts to make parking simpler and fairer, our expansion in electric vehicle charging, and our improvements to the city's walking and cycling infrastructure.""
Follow BBC Sussex on Facebook, on X, and on Instagram. Send your story ideas to southeasttoday@bbc.co.uk  or WhatsApp us on 08081 002250.
","['Hove', 'BBC Sussex', 'Facebook', 'Instagram']",business,0.5994,0.274,False
22,https://www.bbc.com/news/articles/cm5x4r82114o,2025-01-23,School closures in Northern Ireland,"When there is severe weather in Northern Ireland the BBC will share information here about schools that have been affected.
",['BBC'],sport,-0.25,0.358,False
23,https://www.bbc.com/news/articles/cn4z79eedvpo,2025-01-25,Wanted Dutch drug-smuggler 'is in Sierra Leone' ,"Dutch authorities say one of Europe's most-wanted fugitives has been living in Sierra Leone for about six months. 
Jos Leijdekkers, 33, was sentenced in absentia to 24 years in prison on 25 June last year by a Rotterdam court for smuggling more than seven tonnes of cocaine. 
Dutch prosecutor Wim de Bruin said the fugitive's return to the Netherlands was of ""the highest priority"".
""We are doing everything we can in that regard but we cannot comment any further because of the ongoing investigation,"" he said.
A spokesperson for the Dutch Public Prosecution Service (OM) said Leijdekkers has been living in Sierra Leone for about six months.
They said he is known by the nickname Bolle Jos and that until recently he was suspected to be living in Turkey.
Sierra Leonean authorities have not commented on the claims.
Reuters news agency has reported that Leijdekkers was spotted in Sierra Leone in January when the President of Sierra Leone's wife posted a video on social media of a church service she was attending with her husband.
According to Reuters, Leijdekkers can be seen in the video. The BBC has not been able to verify the footage. 
Dutch police have described Leijdekkers as ""one of the key players in international cocaine trafficking"".
A $210,000 (£168,000) reward is being offered for tip-offs that lead to his arrest. This is reportedly the highest amount ever offered for a Dutch fugitive. 
Leijdekkers is listed as one of the most-wanted fugitives by Europol, the EU's law enforcement agency.
West Africa is a major transit point for the trafficking of cocaine from Latin America.
On 17 January, Sierra Leone recalled its ambassador from neighbouring Guinea after seven suitcases containing suspected cocaine were found in an embassy vehicle.
Guinean authorities impounded a vehicle belonging to Sierra Leone's embassy and detained its occupants on suspicion of possessing ""substances suspected to be cocaine"", Sierra Leone's Foreign Minister Alhaji Musa Timothy Kabba said.
""In light of this serious development, the government has urgently recalled Sierra Leone's ambassador to Guinea, Ambassador Mr Alimamy Bangura, to Freetown to provide a full account of the incident,"" he added.
The recalled envoy was not in the car and is not under arrest, the minister said.
""It has not been proven that the ambassador is involved in this trafficking,"" he added. 
Additional reporting by Wycliffe Muia
Go to BBCAfrica.com for more news from the African continent.

Follow us on Twitter @BBCAfrica, on Facebook at BBC Africa or on Instagram at bbcafrica
","[""Sierra Leone'"", 'the Dutch Public Prosecution Service', 'Leijdekkers', 'Sierra Leonean', 'Reuters', ""Sierra Leone's"", 'BBC', 'Europol', 'EU', 'Twitter', 'Facebook', 'BBC Africa', 'Instagram']",business,-0.9693,0.352,False
